Name,Scientific_Name,Family,Toxicity_Dog,Toxicity_Cat,Toxicity_Horse
western sword,ploystichum munitum,polypodaceae,non-toxic,non-toxic,non-toxic
buddhist pine,podocarpus macrophylla,podocarpaceae,toxic,toxic,toxic
yew pine,podocarpus macrophylla,podocarpaceae,toxic,toxic,toxic
japanese yew,podocarpus macrophylla,podocarpaceae,toxic,toxic,toxic
southern yew,podocarpus macrophylla,podocarpaceae,toxic,toxic,toxic
podocarpus,podocarpus macrophylla,podocarpaceae,toxic,toxic,toxic
yew pine,podocarpus macrophylla,podocarpacaea,toxic,toxic,toxic
buddhist pine,podocarpus macrophylla,podocarpacaea,toxic,toxic,toxic
american mandrake,podophyllum peltatum,berberidaceae,toxic,toxic,toxic
mayapple,podophyllum peltatum,berberidaceae,toxic,toxic,toxic
indian apple root,podophyllum peltatum,berberidaceae,toxic,toxic,toxic
umbrella leaf,podophyllum peltatum,berberidaceae,toxic,toxic,toxic
wild lemon,podophyllum peltatum,berberidaceae,toxic,toxic,toxic
hog apple,podophyllum peltatum,berberidaceae,toxic,toxic,toxic
duck's foot,podophyllum peltatum,berberidaceae,toxic,toxic,toxic
raccoonberry,podophyllum peltatum,berberidaceae,toxic,toxic,toxic
indian apple,podophyllum peltatum,berberidaceae,toxic,toxic,toxic
barbados pride 2,poinciana gilliesii,leguminosae,toxic,toxic,unknown
bird of paradise,poinciana gilliesii,leguminosae,toxic,toxic,unknown
poinciana,poinciana gilliesii,leguminosae,toxic,toxic,unknown
brazilwood,poinciana gilliesii,leguminosae,toxic,toxic,unknown
bird of paradise 2,poinciana gilliesii,leguminosae,toxic,toxic,unknown
peacock flower,poinciana gilliesii,leguminosae,toxic,toxic,unknown
barbados pride,poinciana gilliesii,leguminosae,toxic,toxic,unknown
pride of barbados,poinciana gilliesii,leguminosae,toxic,toxic,unknown
ghost leafless orchid,polyrrhiza lindenii,orchidaceae,non-toxic,non-toxic,non-toxic
leafless ghost orchid,polyrrhiza lindenii,orchidaceae,non-toxic,non-toxic,non-toxic
coffee tree,polyscias guilfoylei,araliaceae,toxic,toxic,toxic
wild coffee,polyscias guilfoylei,araliaceae,toxic,toxic,toxic
geranium leaf aralia,polyscias guilfoylei,araliaceae,toxic,toxic,toxic
christmas dagger,polystichum acrostichoides,dryopteridaceae,non-toxic,non-toxic,non-toxic
christmas dagger fern,polystichum acrostichoides,dryopteridaceae,non-toxic,non-toxic,non-toxic
moss rose,portulaca oleracea,portulacaceae,toxic,toxic,toxic
wild portulaca,portulaca oleracea,portulacaceae,toxic,toxic,toxic
rock moss,portulaca oleracea,portulacaceae,toxic,toxic,toxic
purslane,portulaca oleracea,portulacaceae,toxic,toxic,toxic
pigwee,portulaca oleracea,portulacaceae,toxic,toxic,toxic
pusley,portulaca oleracea,portulacaceae,toxic,toxic,toxic
portulaca,portulaca oleracea,portulacaceae,toxic,toxic,toxic
cinquefoil,potentilla spp.,rosaceae,non-toxic,non-toxic,non-toxic
silver cinquefoil,potentilla spp.,rosaceae,non-toxic,non-toxic,non-toxic
shrubby cinquefoil,potentilla spp.,rosaceae,non-toxic,non-toxic,non-toxic
rough cinquefoil,potentilla spp.,rosaceae,non-toxic,non-toxic,non-toxic
sulfur cinquefoil,potentilla spp.,rosaceae,non-toxic,non-toxic,non-toxic
rock cinquefoil,potentilla spp.,rosaceae,non-toxic,non-toxic,non-toxic
salad burnet,poterium sanguisorba,rosaceae,non-toxic,non-toxic,non-toxic
garden burnet,poterium sanguisorba,rosaceae,non-toxic,non-toxic,non-toxic
small burnet,poterium sanguisorba,rosaceae,non-toxic,non-toxic,non-toxic
burnet,poterium sanguisorba,rosaceae,non-toxic,non-toxic,non-toxic
primrose,primula vulgaris,primulaceae,toxic,toxic,toxic
algaroba,prosopis limensis,mimosaceae,non-toxic,non-toxic,non-toxic
kiawe,prosopis limensis,mimosaceae,non-toxic,non-toxic,non-toxic
mesquite,prosopis limensis,mimosaceae,non-toxic,non-toxic,non-toxic
apricot,prunus armeniaca,rosaceae,toxic,toxic,toxic
group also includes plum,prunus armeniaca,rosaceae,toxic,toxic,toxic
peach,prunus armeniaca,rosaceae,toxic,toxic,toxic
cherry,prunus armeniaca,rosaceae,toxic,toxic,toxic
sweet cherry,prunus avium,rosaceae,toxic,toxic,toxic
plum,prunus domestica,rosaceae,toxic,toxic,toxic
similar plants: apricot,prunus domestica,rosaceae,toxic,toxic,toxic
peach,prunus domestica,rosaceae,toxic,toxic,toxic
cherry,prunus domestica,rosaceae,toxic,toxic,toxic
peach,prunus persica,rosaceae,toxic,toxic,toxic
similar plants: plum,prunus persica,rosaceae,toxic,toxic,toxic
apricot,prunus persica,rosaceae,toxic,toxic,toxic
cherry,prunus persica,rosaceae,toxic,toxic,toxic
black cherry,prunus serotina,rosaceae,toxic,toxic,toxic
cherry,prunus spp.,rosaceae,toxic,toxic,toxic
choke cherry,prunus virginiana,rosaceae,toxic,toxic,toxic
bracken fern,pteridium aquilinum,polypodiaceae,unknown,unknown,toxic
brake fern,pteridium aquilinum,polypodiaceae,unknown,unknown,toxic
umbewe,pteridium aquilinum,polypodiaceae,unknown,unknown,toxic
brake,pteridium aquilinum,polypodiaceae,unknown,unknown,toxic
pasture bracken,pteridium aquilinum,polypodiaceae,unknown,unknown,toxic
hog pasture bracken,pteridium aquilinum,polypodiaceae,unknown,unknown,toxic
eagle fern,pteridium aquilinum,polypodiaceae,unknown,unknown,toxic
umhlashoshana,pteridium aquilinum,polypodiaceae,unknown,unknown,toxic
adelaarsvaring,pteridium aquilinum,polypodiaceae,unknown,unknown,toxic
braken fern,pteridium aquilinum,polypodiaceae,unknown,unknown,toxic
silver table fern,pteris sp.,pteridaceae,non-toxic,non-toxic,non-toxic
oak,quercus species,fagaceae,unknown,unknown,toxic
figwort,ranunculus acris,ranunculaceae,toxic,toxic,toxic
buttercup,ranunculus acris,ranunculaceae,toxic,toxic,toxic
butter cress,ranunculus acris,ranunculaceae,toxic,toxic,toxic
burwort,ranunculus acris,ranunculaceae,toxic,toxic,toxic
crowfoot burwort,ranunculus acris,ranunculaceae,toxic,toxic,toxic
buttercup,ranunculus spp.,ranunculaceae,toxic,toxic,toxic
butter cress,ranunculus spp.,ranunculaceae,toxic,toxic,toxic
figwort,ranunculus spp.,ranunculaceae,toxic,toxic,toxic
wild radish,raphanus raphanistrum,brassicaceae,unknown,unknown,toxic
majesty palm,ravenea rivularis,aracaceae,non-toxic,non-toxic,non-toxic
majestic palm,ravenea rivularis,aracaceae,non-toxic,non-toxic,non-toxic
fan tufted palm,rhapis flabelliformis,araceae,non-toxic,non-toxic,non-toxic
lady palm,rhapis flabelliformis,araceae,non-toxic,non-toxic,non-toxic
lady palm,rhapis flabelliformus,arecaceae,non-toxic,non-toxic,unknown
pie plant,rheum rhabarbarium,polygonaceae,toxic,toxic,toxic
rhubarb,rheum rhabarbarium,polygonaceae,toxic,toxic,toxic
mistletoe cactus,rhipsalis cassutha,cactaceae,non-toxic,non-toxic,non-toxic
azalea,rhododendron spp,ericaceae,toxic,toxic,toxic
rosebay,rhododendron spp,ericaceae,toxic,toxic,toxic
rhododendron,rhododendron spp,ericaceae,toxic,toxic,toxic
african wonder tree,ricinus communis,,toxic,toxic,toxic
castor bean plant,ricinus communis,euphorbiaceae,toxic,toxic,toxic
castor oil plant,ricinus communis,euphorbiaceae,toxic,toxic,toxic
mole bean plant,ricinus communis,euphorbiaceae,toxic,toxic,toxic
african wonder tree,ricinus communis,euphorbiaceae,toxic,toxic,toxic
castor bean,ricinus communis,euphorbiaceae,toxic,toxic,toxic
mole bean plant,ricinus communis,euphobiaceae,toxic,toxic,toxic
locust,robinia spp.,mimosaceae,toxic,toxic,toxic
rose,rosa species,rosaceae,non-toxic,non-toxic,non-toxic
rosemary,rosmarinus officinalis,lamiaceae,non-toxic,non-toxic,non-toxic
anthos,rosmarinus officinalis,lamiaceae,non-toxic,non-toxic,non-toxic
creeping rubus,rubus pedatus,rosaceae,non-toxic,non-toxic,non-toxic
strawberryleaf raspberry,rubus pedatus,rosaceae,non-toxic,non-toxic,non-toxic
sorrel,rumex scutatus,polygonaceae,toxic,toxic,toxic
common sorrel,rumex scutatus,polygonaceae,toxic,toxic,toxic
spinach dock,rumex scutatus,polygonaceae,toxic,toxic,toxic
narrow leaved dock,rumex scutatus,polygonaceae,toxic,toxic,toxic
garden sorrel,rumex scutatus,polygonaceae,toxic,toxic,toxic
dock,rumex sp.,polygonaceae,toxic,toxic,toxic
sorrel,rumex sp.,polygonaceae,toxic,toxic,toxic
kenya violet,saintpaulia confusa,gesneraceae,non-toxic,non-toxic,unknown
usambra violet,saintpaulia confusa,gesneraceae,non-toxic,non-toxic,unknown
african violet,saintpaulia spp.,gesneriaceae,non-toxic,non-toxic,non-toxic
cape marigold,saintpaulia spp.,gesneriaceae,non-toxic,non-toxic,non-toxic
pupleosier willow,salix purpurea,saliaceae,non-toxic,non-toxic,non-toxic
scarlet sage,salvia coccinea,labiatae,non-toxic,non-toxic,non-toxic
texas sage,salvia coccinea,labiatae,non-toxic,non-toxic,non-toxic
sage,salvia officinalis,lamiaceae,non-toxic,non-toxic,non-toxic
common sage,salvia officinalis,lamiaceae,non-toxic,non-toxic,non-toxic
garden sage,salvia officinalis,lamiaceae,non-toxic,non-toxic,non-toxic
golden birds nest,sansevieria trifasciata,agavaceae,toxic,toxic,toxic
snake plant,sansevieria trifasciata,agavaceae,toxic,toxic,toxic
mother in law’s tongue,sansevieria trifasciata,agavaceae,toxic,toxic,toxic
good luck plant,sansevieria trifasciata,agavaceae,toxic,toxic,toxic
golden bird's nest,sansevieria trifasciata,agavaceae,toxic,toxic,toxic
usambara violet,santpaulia confusa,gesneraceae,non-toxic,non-toxic,unknown
kenya violet,santpaulia confusa,gesneraceae,non-toxic,non-toxic,unknown
creeping zinnia,sanvitalia spp.,asteraceae,non-toxic,non-toxic,non-toxic
savory,satureja hortensis,lamiaceae,non-toxic,non-toxic,non-toxic
summer,satureja hortensis,lamiaceae,non-toxic,non-toxic,non-toxic
winter,satureja hortensis,lamiaceae,non-toxic,non-toxic,non-toxic
schefflera,schefflera,araliaceae,toxic,toxic,unknown
umbrella tree,schefflera,araliaceae,toxic,toxic,unknown
australian ivy palm,schefflera,araliaceae,toxic,toxic,unknown
octopus tree,schefflera,araliaceae,toxic,toxic,unknown
starleaf,schefflera,araliaceae,toxic,toxic,unknown
octopus tree,schefflera or brassia actinoplylla,araliaceae,toxic,toxic,unknown
schefflera,schefflera or brassia actinoplylla,araliaceae,toxic,toxic,unknown
umbrella tree,schefflera or brassia actinoplylla,araliaceae,toxic,toxic,unknown
australian ivy palm,schefflera or brassia actinoplylla,araliaceae,toxic,toxic,unknown
starleaf,schefflera or brassia actinoplylla,araliaceae,toxic,toxic,unknown
christmas cactus,schlumbergera bridgesii,cactaceae,non-toxic,non-toxic,non-toxic
easter cactus,schlumbergera bridgesii,cactaceae,non-toxic,non-toxic,non-toxic
shrimp cactus,schlumbergera russelliana,cactaceae,non-toxic,non-toxic,non-toxic
marble queen,scindapsus aureus,araceae,toxic,toxic,unknown
golden pothos,scindapsus aureus,araceae,toxic,toxic,unknown
satin pothos,scindapsus pictus,araceae,toxic,toxic,toxic
silk pothos,scindapsus pictus,araceae,toxic,toxic,toxic
variegated philodendron,"scindapsus, philodendron spp",araceae,toxic,toxic,unknown
mother of pearl,secum weinbergii,crassulaceae,non-toxic,non-toxic,unknown
ghost plant,secum weinbergii,crassulaceae,non-toxic,non-toxic,unknown
hardy baby tears,sedum album,crassulaceae,non-toxic,non-toxic,unknown
stonecrop,sedum album,crassulaceae,non-toxic,non-toxic,unknown
burro's tail,sedum morganianum,crassulaceae,non-toxic,non-toxic,non-toxic
horse's tail,sedum morganianum,crassulaceae,non-toxic,non-toxic,non-toxic
donkey's tail,sedum morganianum,crassulaceae,non-toxic,non-toxic,non-toxic
lamb's tail,sedum morganianum,crassulaceae,non-toxic,non-toxic,non-toxic
ghost plant,sedum weinbergii,crassulaceae,non-toxic,non-toxic,non-toxic
mother of pearl,sedum weinbergii,crassulaceae,non-toxic,non-toxic,non-toxic
club moss,selaginella kraussiana,selaginellaceae,non-toxic,non-toxic,non-toxic
cushion moss,selaginella kraussiana,selaginellaceae,non-toxic,non-toxic,non-toxic
irish moss,selaginella kraussiana,selaginellaceae,non-toxic,non-toxic,non-toxic
krauss' spikemoss,selaginella kraussiana,selaginellaceae,non-toxic,non-toxic,non-toxic
spreading club moss,selaginella kraussiana,selaginellaceae,non-toxic,non-toxic,non-toxic
trailing irish moss,selaginella kraussiana,selaginellaceae,non-toxic,non-toxic,non-toxic
japanese moss,selaginella kraussiana,selaginellaceae,non-toxic,non-toxic,non-toxic
moss fern,selaginella kraussiana,selaginellaceae,non-toxic,non-toxic,non-toxic
tropical moss,selaginella kraussiana,selaginellaceae,non-toxic,non-toxic,non-toxic
golden ragwort,senecio species,compositae,toxic,toxic,toxic
ragwort,senecio species,compositae,toxic,toxic,toxic
groundsel,senecio species,compositae,toxic,toxic,toxic
senecio,senecio species,compositae,toxic,toxic,toxic
tansy,senecio species,compositae,toxic,toxic,toxic
moss campion,silene acaulis,caryophyllaceae,non-toxic,non-toxic,non-toxic
bladder campion,silene acaulis,caryophyllaceae,non-toxic,non-toxic,non-toxic
cushion pink,silene acaulis,caryophyllaceae,non-toxic,non-toxic,non-toxic
dwarf silene,silene acaulis,caryophyllaceae,non-toxic,non-toxic,non-toxic
catchfly,silene acaulis,caryophyllaceae,non-toxic,non-toxic,non-toxic
mossy campion,silene acaulis,caryophyllaceae,non-toxic,non-toxic,non-toxic
gloxinia,sinningia speciosa,gesneriaceae,non-toxic,non-toxic,non-toxic
violet slipper gloxinia,sinningia speciosa,gesneriaceae,non-toxic,non-toxic,non-toxic
bright eyes,sinningia speciosa,gesneriaceae,non-toxic,non-toxic,non-toxic
cat brier,smilax glabra,liliaceae,non-toxic,non-toxic,non-toxic
china root,smilax glabra,liliaceae,non-toxic,non-toxic,non-toxic
ti hu ling,smilax glabra,liliaceae,non-toxic,non-toxic,non-toxic
shiny leaf smilax,smilax glabra,liliaceae,non-toxic,non-toxic,non-toxic
chin lao shu,smilax glabra,liliaceae,non-toxic,non-toxic,non-toxic
catbrier,smilax glabra,liliaceae,non-toxic,non-toxic,non-toxic
greenbrier,smilax glabra,liliaceae,non-toxic,non-toxic,non-toxic
kuang yen pa hsieh,smilax glabra,liliaceae,non-toxic,non-toxic,non-toxic
shan ku'ei lai,smilax glabra,liliaceae,non-toxic,non-toxic,non-toxic
tu fu ling,smilax glabra,liliaceae,non-toxic,non-toxic,non-toxic
sawbrier,smilax glauca,liliaceae,non-toxic,non-toxic,non-toxic
wild sasparilla,smilax glauca,liliaceae,non-toxic,non-toxic,non-toxic
carrion flower,smilax herbacea,liliaceae,non-toxic,non-toxic,non-toxic
jacob's ladder,smilax herbacea,liliaceae,non-toxic,non-toxic,non-toxic
bristly greenbrier,smilax hispida,liliaceae,non-toxic,non-toxic,non-toxic
hagbrier,smilax hispida,liliaceae,non-toxic,non-toxic,non-toxic
hellfetter,smilax hispida,liliaceae,non-toxic,non-toxic,non-toxic
smilax tamnoides vas,smilax hispida,liliaceae,non-toxic,non-toxic,non-toxic
jackson brier,smilax lanceolata,liliaceae,non-toxic,non-toxic,non-toxic
bamboo vine,smilax laurifolia,liliaceae,non-toxic,non-toxic,non-toxic
blaspheme vine,smilax laurifolia,liliaceae,non-toxic,non-toxic,non-toxic
laurel leaved greenbrier,smilax laurifolia,liliaceae,non-toxic,non-toxic,non-toxic
bullbrier,smilax rotundifolia,liliaceae,non-toxic,non-toxic,non-toxic
catbrier,smilax rotundifolia,liliaceae,non-toxic,non-toxic,non-toxic
horsebrier,smilax rotundifolia,liliaceae,non-toxic,non-toxic,non-toxic
common greenbrier,smilax rotundifolia,liliaceae,non-toxic,non-toxic,non-toxic
common catbrier,smilax rotundifolia,liliaceae,non-toxic,non-toxic,non-toxic
mulberry bush greenbrier,smilax sp.,liliaceae,non-toxic,non-toxic,non-toxic
red berried greenbrier,smilax walteria,liliaceae,non-toxic,non-toxic,non-toxic
red berried bamboo,smilax walteria,liliaceae,non-toxic,non-toxic,non-toxic
climbing nightshade,solanum dulcamara,solanaceae,toxic,toxic,toxic
european bittersweet,solanum dulcamara,solanaceae,toxic,toxic,toxic
deadly nightshade,solanum dulcamara,solanaceae,toxic,toxic,toxic
violet bloom,solanum dulcamara,solanaceae,toxic,toxic,toxic
blue nightshade,solanum dulcamara,solanaceae,toxic,toxic,toxic
soda apple,solanum dulcamara,solanaceae,toxic,toxic,toxic
poisonous nightshade,solanum dulcamara,solanaceae,toxic,toxic,toxic
felonwort,solanum dulcamara,solanaceae,toxic,toxic,toxic
devil's apple,solanum dulcamara,solanaceae,toxic,toxic,toxic
scarlet berry,solanum dulcamara,solanaceae,toxic,toxic,toxic
woody nightshade,solanum dulcamara,solanaceae,toxic,toxic,toxic
blue blindweed,solanum dulcamara,solanaceae,toxic,toxic,toxic
black nightshade,solanum nigrum,solanaceae,toxic,toxic,toxic
nightshade,solanum nigrum,solanaceae,toxic,toxic,toxic
deadly nightshade,solanum nigrum,solanaceae,toxic,toxic,toxic
jerusalem cherry,solanum pseudocapsicum,solanaceae,toxic,toxic,toxic
natal cherry,solanum pseudocapsicum,solanaceae,toxic,toxic,toxic
winter cherry,solanum pseudocapsicum,solanaceae,toxic,toxic,toxic
ornamental pepper,solanum pseudocapsicum,solanaceae,toxic,toxic,toxic
deadly nightshade,solanum spp,solanaceae,toxic,toxic,toxic
nightshade,solanum spp,solanaceae,toxic,toxic,toxic
black nightshade,solanum spp,solanaceae,toxic,toxic,toxic
european bittersweet,solanum spp,solanaceae,toxic,toxic,toxic
climbing nightshade,solanum spp,solanaceae,toxic,toxic,toxic
paddys wig,soleirolia soleirolii,urticaceae,non-toxic,non-toxic,non-toxic
japanese moss,soleirolia soleirolii,urticaceae,non-toxic,non-toxic,non-toxic
peace in the home,soleirolia soleirolii,urticaceae,non-toxic,non-toxic,non-toxic
corsican carpet,soleirolia soleirolii,urticaceae,non-toxic,non-toxic,non-toxic
angel's tears,soleirolia soleirolii,urticaceae,non-toxic,non-toxic,non-toxic
irish moss,soleirolia soleirolii,urticaceae,non-toxic,non-toxic,non-toxic
mind your own business,soleirolia soleirolii,urticaceae,non-toxic,non-toxic,non-toxic
pollyanna vine,soleirolia soleirolii,urticaceae,non-toxic,non-toxic,non-toxic
baby tears,soleirolia soleirolii,urticaceae,non-toxic,non-toxic,non-toxic
brazilian orchid,sophronitis spp.,orchidaceae,non-toxic,non-toxic,non-toxic
sudan grass,sorghum vulgare var sudanesis,gramineae,non-toxic,non-toxic,toxic
hybrid sudan,sorghum vulgare var sudanesis,gramineae,non-toxic,non-toxic,toxic
mauna loa peace lily,spathiphyllum,araceae,toxic,toxic,toxic
peace lily,spathiphyllum,araceae,toxic,toxic,toxic
ranger's button,sphenosciadium capitellatum,apiaceae,toxic,toxic,toxic
white heads,sphenosciadium capitellatum,apiaceae,toxic,toxic,toxic
carrion flower 2,stapelia hirsata,asclepiadaceae,non-toxic,non-toxic,non-toxic
hairy toad plant,stapelia hirsata,asclepiadaceae,non-toxic,non-toxic,non-toxic
toad spotted cactus,stapelia variegata,apocynaceae,non-toxic,non-toxic,non-toxic
madagascar jasmine,stephanotis floribunda,ascleopiadaceae,non-toxic,non-toxic,non-toxic
wax flower,stephanotis floribunda,ascleopiadaceae,non-toxic,non-toxic,non-toxic
bride's flower,stephanotis floribunda,ascleopiadaceae,non-toxic,non-toxic,non-toxic
clustered wax flower,stephanotis floribunda,ascleopiadaceae,non-toxic,non-toxic,non-toxic
stevia,stevia rebaudiana,asteraceae,non-toxic,non-toxic,non-toxic
sweetleaf,stevia rebaudiana,asteraceae,non-toxic,non-toxic,non-toxic
sugar leaf,stevia rebaudiana,asteraceae,non-toxic,non-toxic,non-toxic
mountain camellia,stewartia ovata,theaceae,non-toxic,non-toxic,non-toxic
showy camellia,stewartia ovata,theaceae,non-toxic,non-toxic,non-toxic
bird of paradise flower,strelitzia reginae,strelitziaceae,toxic,toxic,toxic
crane flower,strelitzia reginae,strelitziaceae,toxic,toxic,toxic
bird's tongue flower,strelitzia reginae,strelitziaceae,toxic,toxic,toxic
cape primrose,streptocarpus spp.,gesneriaceae,non-toxic,non-toxic,non-toxic
twisted fruit,streptocarpus spp.,gesneriaceae,non-toxic,non-toxic,non-toxic
bavarian belle,streptocarpus spp.,gesneriaceae,non-toxic,non-toxic,non-toxic
skunk cabbage,symplocarpus foetidus,araceae,toxic,toxic,toxic
skunk weed,symplocarpus foetidus,araceae,toxic,toxic,toxic
polecat weed,symplocarpus foetidus,araceae,toxic,toxic,toxic
meadow cabbage,symplocarpus foetidus,araceae,toxic,toxic,toxic
swamp cabbage,symplocarpus foetidus,araceae,toxic,toxic,toxic
arrow head vine,syngonium podophyllum,araceae,toxic,toxic,toxic
nephthytis,syngonium podophyllum,araceae,toxic,toxic,toxic
green gold naphthysis,syngonium podophyllum,araceae,toxic,toxic,toxic
african evergreen,syngonium podophyllum,araceae,toxic,toxic,toxic
trileaf wonder,syngonium podophyllum,araceae,toxic,toxic,toxic
english yew,taxus baccata,taxaceae,toxic,toxic,toxic
western yew,taxus baccata,taxaceae,toxic,toxic,toxic
pacific yew,taxus baccata,taxaceae,toxic,toxic,toxic
japanese yew,taxus baccata,taxaceae,toxic,toxic,toxic
anglo japanese yew,taxus baccata,taxaceae,toxic,toxic,toxic
pacific yew,taxus brevifolia,taxaceae,toxic,toxic,toxic
english yew,taxus brevifolia,taxaceae,toxic,toxic,toxic
western yew,taxus brevifolia,taxaceae,toxic,toxic,toxic
japanese yew,taxus brevifolia,taxaceae,toxic,toxic,toxic
anglo japanese yew,taxus brevifolia,taxaceae,toxic,toxic,toxic
american yew,taxus canadensus,taxaceae,toxic,toxic,toxic
canada yew,taxus canadensus,taxaceae,toxic,toxic,toxic
canadian yew,taxus canadensus,taxaceae,toxic,toxic,toxic
japanese yew,taxus sp.,taxaceae,toxic,toxic,toxic
english yew,taxus sp.,taxaceae,toxic,toxic,toxic
western yew,taxus sp.,taxaceae,toxic,toxic,toxic
pacific yew,taxus sp.,taxaceae,toxic,toxic,toxic
anglo japanese yew,taxus sp.,taxaceae,toxic,toxic,toxic
yew,taxus spp.,taxaceae,toxic,toxic,toxic
japanese yew,taxus spp.,taxaceae,toxic,toxic,toxic
yellow oleander,thevetia peruviana,apocynaceae,toxic,toxic,toxic
field pennycress,thlaspi arvense,brassicaceae,unknown,unknown,toxic
thyme,thymus vulgaris,lamiaceae,non-toxic,non-toxic,non-toxic
common thyme,thymus vulgaris,lamiaceae,non-toxic,non-toxic,non-toxic
garden thyme,thymus vulgaris,lamiaceae,non-toxic,non-toxic,non-toxic
german thyme,thymus vulgaris,lamiaceae,non-toxic,non-toxic,non-toxic
linden,tilia americana,tiliaceae,non-toxic,non-toxic,non-toxic
piggy back plant,tolmeia menziesii,saxifragaceae,non-toxic,non-toxic,unknown
pick a back plant,tolmeia menziesii,saxifragaceae,non-toxic,non-toxic,unknown
mother of thousands,tolmeia menziesii,saxifragaceae,non-toxic,non-toxic,unknown
curiosity plant,tolmeia menziesii,saxifragaceae,non-toxic,non-toxic,unknown
easter daisy,townsendia sericea,asteraceae,non-toxic,non-toxic,non-toxic
giant aster,townsendia sericea,asteraceae,non-toxic,non-toxic,non-toxic
poison ivy,toxicodendron species,anacardiaceae,non-toxic,non-toxic,non-toxic
poison oak,toxicodendron species,anacardiaceae,non-toxic,non-toxic,non-toxic
poison sumac,toxicodendron species,anacardiaceae,non-toxic,non-toxic,non-toxic
similar: poison ivy,toxicodendron species,anacardiaceae,non-toxic,non-toxic,non-toxic
confederate jasmine,trachelospermum jasminoides,,non-toxic,non-toxic,non-toxic
star jasmine,trachelospermum jasminoides,,non-toxic,non-toxic,non-toxic
star jasmine,trachelospermum jasminoides,apocynaceae,non-toxic,non-toxic,non-toxic
fortunes palm,trachycarpus fortunei,palmae,non-toxic,non-toxic,non-toxic
chusan palm,trachycarpus fortunei,palmae,non-toxic,non-toxic,non-toxic
windmill palm,trachycarpus fortunei,palmea,non-toxic,non-toxic,non-toxic
chusan palm,trachycarpus fortunei,palmea,non-toxic,non-toxic,non-toxic
inch plant,tradescantia flumeninsis,commelinaceae,toxic,toxic,toxic
speedy henry,tradescantia flumeninsis,commelinaceae,toxic,toxic,toxic
variegated inch plant,tradescantia flumeninsis,commelinaceae,toxic,toxic,toxic
variegated laurel,tradescantia flumeninsis,commelinaceae,toxic,toxic,toxic
alsike clover,trifolium hybridum,leguminosae,unknown,unknown,toxic
nasturtium,tropaeolum majus,tropaeolaceae,non-toxic,non-toxic,non-toxic
nose twister,tropaeolum majus,tropaeolaceae,non-toxic,non-toxic,non-toxic
nose tweaker,tropaeolum majus,tropaeolaceae,non-toxic,non-toxic,non-toxic
canada hemlock,tsuga canadensis,pinaceae,non-toxic,non-toxic,non-toxic
carolina hemlock,tsuga caroliniana,pinaceae,non-toxic,non-toxic,non-toxic
hemlock tree,tsuga species,pinaceae,non-toxic,non-toxic,non-toxic
many varieties,tsuga species,pinaceae,non-toxic,non-toxic,non-toxic
weeping sargent hemlock,tsuga species,pinaceae,non-toxic,non-toxic,non-toxic
tulip,tulipa spp.,liliaceae,toxic,toxic,toxic
scarborough lily,vallota speciosa,amaryllidaceae,non-toxic,non-toxic,non-toxic
dwarf royal palm,veitchia merillii,arecaceae,non-toxic,non-toxic,unknown
christmas palm,veitchia merrillii,arecaceae,non-toxic,non-toxic,non-toxic
dwarf royal palm,veitchia merrillii,arecaceae,non-toxic,non-toxic,non-toxic
manila palm,veitchia merrillii,arecaceae,non-toxic,non-toxic,non-toxic
black haw,viburnum lentago,caprifoliaceae,non-toxic,non-toxic,non-toxic
wild raisin,viburnum lentago,caprifoliaceae,non-toxic,non-toxic,non-toxic
tea plant,viburnum lentago,caprifoliaceae,non-toxic,non-toxic,non-toxic
cowberry,viburnum lentago,caprifoliaceae,non-toxic,non-toxic,non-toxic
nannyberry,viburnum lentago,caprifoliaceae,non-toxic,non-toxic,non-toxic
sweet viburnum,viburnum lentago,caprifoliaceae,non-toxic,non-toxic,non-toxic
nanny plum,viburnum lentago,caprifoliaceae,non-toxic,non-toxic,non-toxic
sheepberry,viburnum lentago,caprifoliaceae,non-toxic,non-toxic,non-toxic
sweetberry,viburnum lentago,caprifoliaceae,non-toxic,non-toxic,non-toxic
periwinkle,vinca rosea,apocynaceae,toxic,toxic,toxic
running myrtle. vinca,vinca rosea,apocynaceae,toxic,toxic,toxic
running myrtle,vinca rosea,apocynaceae,toxic,toxic,toxic
vinca,vinca rosea,apocynaceae,toxic,toxic,toxic
wisteria,wisteria spp.,fabaceae,toxic,toxic,toxic
yucca,yucca spp.,agavaceae,toxic,toxic,toxic
cardboard cycad,zamia furfuracea,cycadaceae,toxic,toxic,toxic
coontie palm,zamia pumila,cycadaceae,toxic,toxic,toxic
sago palm,zamia pumila,cycadaceae,toxic,toxic,toxic
cardboard palm,zamia pumila,cycadaceae,toxic,toxic,toxic
cycads and zamias,zamia pumila,cycadaceae,toxic,toxic,toxic
cardboard palm,zamia spp.,cycadaceae,toxic,toxic,toxic
cycads and zamias,zamia spp.,cycadaceae,toxic,toxic,toxic
fern palm,zamia spp.,cycadaceae,toxic,toxic,toxic
sago palm,zamia spp.,cycadaceae,toxic,toxic,toxic
cycads,zamia spp.,cycadaceae,toxic,toxic,toxic
arum lily,zantedeschia aethiopica,araceae,toxic,toxic,toxic
calla lily,zantedeschia aethiopica,araceae,toxic,toxic,toxic
pig lily,zantedeschia aethiopica,araceae,toxic,toxic,toxic
white arum,zantedeschia aethiopica,araceae,toxic,toxic,toxic
